datetime,portfolio_value,cash,return
2023-01-09 09:30:00-05:00,100000.0,100000.0,
2023-01-10 09:30:00-05:00,100080.43257141113,149970.0104675293,0.0008043257141112647
2023-01-11 09:30:00-05:00,100650.67573547363,25050.675735473633,0.005697848714388831
2023-01-12 09:30:00-05:00,102415.40901184082,12581.925735473633,0.017533248172175053
2023-01-13 09:30:00-05:00,101087.1046295166,6289.565505981445,-0.012969770810275727
2023-01-14 09:30:00-05:00,101087.1046295166,3120.8455352783203,0.0
2023-01-17 09:30:00-05:00,103164.7068939209,3120.8455352783203,0.02055259443841706
2023-01-18 09:30:00-05:00,104665.1710357666,1502.885513305664,0.014544355206558723
2023-01-19 09:30:00-05:00,102585.50686645508,818.7854766845703,-0.019869686818749455
2023-01-20 09:30:00-05:00,103499.90454101562,416.54547119140625,0.008913517147708827
2023-01-21 09:30:00-05:00,103499.90454101562,145.9854736328125,0.0
2023-01-23 09:30:00-05:00,105669.66174316406,145.9854736328125,0.02096385703707182
2023-01-24 09:30:00-05:00,107345.01361083984,7.865478515625,0.015854615601475164
2023-01-25 09:30:00-05:00,107788.71501159668,7.865478515625,0.004133414173902894
2023-01-26 09:30:00-05:00,109532.91407775879,7.865478515625,0.016181648199205867
2023-01-27 09:30:00-05:00,109525.2682800293,7.865478515625,-6.980365485453888e-05
2023-01-28 09:30:00-05:00,109525.2682800293,7.865478515625,0.0
2023-01-30 09:30:00-05:00,110902.27061462402,7.865478515625,0.012572462557900899
2023-01-31 09:30:00-05:00,109173.3631439209,7.865478515625,-0.015589468647679294
2023-02-01 09:30:00-05:00,110144.91641235352,7.865478515625,0.008899178704899313
2023-02-02 09:30:00-05:00,113916.36080932617,7.865478515625,0.0342407486411207
2023-02-03 09:30:00-05:00,113250.81454467773,7.865478515625,-0.005842411572139605
2023-02-04 09:30:00-05:00,118021.24345092772,90043.57368164061,0.04212268958443599
2023-02-06 09:30:00-05:00,118879.30506591796,90043.57368164061,0.007270399717039133
2023-02-07 09:30:00-05:00,117945.18122558593,45035.42152099608,-0.007857749839756067
2023-02-08 09:30:00-05:00,119996.10470275878,22590.061611938465,0.017388785670269913
2023-02-09 09:30:00-05:00,119925.50039367675,11356.821255493152,-0.0005883883419126601
2023-02-10 09:30:00-05:00,116715.74628906249,5666.961300659168,-0.026764567119400562
2023-02-11 09:30:00-05:00,116715.74628906249,5666.961300659168,0.0
2023-02-13 09:30:00-05:00,117993.69903320311,5837.851300659168,0.010949274496138584
2023-02-14 09:30:00-05:00,118863.00767272948,5837.851300659168,0.007367415774309771
2023-02-15 09:30:00-05:00,119598.58175415038,5837.851300659168,0.006188418885093139
2023-02-16 09:30:00-05:00,119895.77721923827,5837.851300659168,0.002484941382489003
2023-02-17 09:30:00-05:00,119033.90583557128,5837.851300659168,-0.0071885049136550805
2023-02-18 09:30:00-05:00,119033.90583557128,5837.851300659168,0.0
2023-02-21 09:30:00-05:00,117436.44903320311,5837.851300659168,-0.013420183023942989
2023-02-22 09:30:00-05:00,116448.25767272948,5837.851300659168,-0.008414690401565506
2023-02-23 09:30:00-05:00,117354.7185797119,5837.851300659168,0.007784237609891775
2023-02-24 09:30:00-05:00,115140.58175415038,5837.851300659168,-0.01886704558928831
