time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-05-11 11:00:00-04:00,MLTrader,cb7aa7c18e514126b89094cfe86b3122,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-11 11:00:00-04:00,MLTrader,cb7aa7c18e514126b89094cfe86b3122,SPY,buy,market,fill,1,gtc,0.0,1,stock,411.95001220703125,2427.0,0.0
2023-05-19 08:30:00-04:00,MLTrader,864463d747b44f77896c456e07ad47d9,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-05-19 08:30:00-04:00,MLTrader,978f1b37c6ff4b52882fe7896d4fc548,SPY,sell,limit,fill,1,day,0.0,1,stock,420.1890124511719,2427.0,0.0
