time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-05-11 11:00:00-04:00,MLTrader,44ab4341e1dd480a85f88a9df4e1af28,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-11 11:00:00-04:00,MLTrader,44ab4341e1dd480a85f88a9df4e1af28,SPY,sell,market,fill,1,gtc,0.0,1,stock,411.95001220703125,2427.0,0.0
2023-05-19 08:30:00-04:00,MLTrader,6c1da931b7bd4835b7320e301f3d107a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-19 08:30:00-04:00,MLTrader,b4008447a79c417f98f39ababd84cd12,SPY,buy,stop,fill,1,day,0.0,1,stock,420.1890124511719,2427.0,0.0
2023-05-30 10:00:00-04:00,MLTrader,90d69b0be9954f778af090497cde707b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-30 10:00:00-04:00,MLTrader,90d69b0be9954f778af090497cde707b,SPY,buy,market,fill,1,gtc,0.0,1,stock,422.0299987792969,1896.0,0.0
2023-05-31 08:30:00-04:00,MLTrader,2a4e3d8c38844ecb8a403e7e85c01287,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-05-31 08:30:00-04:00,MLTrader,f78107ed7bb74c569fe8c3d9035db471,SPY,sell,stop,fill,1,day,0.0,1,stock,417.8096987915039,1896.0,0.0
2023-06-12 12:00:00-04:00,MLTrader,7f8e77b8e9324ae28c68543800965362,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 12:00:00-04:00,MLTrader,7f8e77b8e9324ae28c68543800965362,SPY,sell,market,fill,1,gtc,0.0,1,stock,430.9200134277344,1671.0,0.0
2023-06-15 08:30:00-04:00,MLTrader,7998722aa26d43388419930ddac40faa,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-15 08:30:00-04:00,MLTrader,16f3f738cd14490496057d82627c0aac,SPY,buy,stop,fill,1,day,0.0,1,stock,439.53841369628907,1671.0,0.0
2023-06-16 10:30:00-04:00,MLTrader,14bf3078428e477aa199cd4352ae20a9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-16 10:30:00-04:00,MLTrader,14bf3078428e477aa199cd4352ae20a9,SPY,buy,market,fill,1,gtc,0.0,1,stock,443.0199890136719,1300.0,0.0
2023-06-20 08:30:00-04:00,MLTrader,addf10c0acb74fffada6881465b13a25,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-20 08:30:00-04:00,MLTrader,50501e1dbe1e4b759de2c4dd20bed7a6,SPY,sell,stop,fill,1,day,0.0,1,stock,437.45001220703125,1300.0,0.0
2023-06-20 15:30:00-04:00,MLTrader,2671b18581e84e7c8a48db74f2839db2,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-20 15:30:00-04:00,MLTrader,2671b18581e84e7c8a48db74f2839db2,SPY,sell,market,fill,1,gtc,0.0,1,stock,437.45001220703125,1200.0,0.0
2023-06-23 08:30:00-04:00,MLTrader,a847353a64c747ca9fac08c283c97f46,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-23 08:30:00-04:00,MLTrader,6399af8c5af243739be1cf0ce264d959,SPY,buy,limit,fill,1,day,0.0,1,stock,432.92999267578125,1200.0,0.0
2023-06-23 14:30:00-04:00,MLTrader,f2e6a85369a14fefbc121fe03324f915,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-23 14:30:00-04:00,MLTrader,f2e6a85369a14fefbc121fe03324f915,SPY,buy,market,fill,1,gtc,0.0,1,stock,432.92999267578125,1338.0,0.0
2023-06-30 08:30:00-04:00,MLTrader,109c6df125484edf8ca7d1586c435923,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-30 08:30:00-04:00,MLTrader,79406c56dd8a43b684269661395c9303,SPY,sell,limit,fill,1,day,0.0,1,stock,441.5885925292969,1338.0,0.0
2023-07-03 10:00:00-04:00,MLTrader,641d1d899c384915bbe4e3f24343d5d1,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-03 10:00:00-04:00,MLTrader,641d1d899c384915bbe4e3f24343d5d1,SPY,sell,market,fill,1,gtc,0.0,1,stock,442.9200134277344,1569.0,0.0
2023-07-06 08:30:00-04:00,MLTrader,51b3f565b84a4a33bfc2c864982673e7,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-07-06 08:30:00-04:00,MLTrader,77fbd131f26345a09805d3306de8daf3,SPY,buy,limit,fill,1,day,0.0,1,stock,438.49081329345705,1569.0,0.0
2023-07-10 11:00:00-04:00,MLTrader,2aca53744d7f41ea8b8cebb429ea9d40,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-10 11:00:00-04:00,MLTrader,2aca53744d7f41ea8b8cebb429ea9d40,SPY,buy,market,fill,1,gtc,0.0,1,stock,438.17999267578125,1745.0,0.0
2023-07-12 08:30:00-04:00,MLTrader,576bc6b986254e419a6b8bdb698727e7,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-12 08:30:00-04:00,MLTrader,81c8b7d462e94caf822890d4d263a31f,SPY,sell,limit,fill,1,day,0.0,1,stock,446.9435925292969,1745.0,0.0
2023-07-13 10:00:00-04:00,MLTrader,fd20e2a54cc6448da24615bf16c3510e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-13 10:00:00-04:00,MLTrader,fd20e2a54cc6448da24615bf16c3510e,SPY,sell,market,fill,1,gtc,0.0,1,stock,447.8999938964844,2048.0,0.0
2023-07-26 08:30:00-04:00,MLTrader,ca125b0ae3924e7f8c88bc6d346c93a5,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-26 08:30:00-04:00,MLTrader,d0cb70beee00411285c7b0b52a1d9e33,SPY,buy,stop,fill,1,day,0.0,1,stock,456.85799377441407,2048.0,0.0
2023-07-27 10:00:00-04:00,MLTrader,3e4c7f0f8b3b4b5eb755e6efa022ed75,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-27 10:00:00-04:00,MLTrader,3e4c7f0f8b3b4b5eb755e6efa022ed75,SPY,buy,market,fill,1,gtc,0.0,1,stock,459.0199890136719,1599.0,0.0
2023-07-27 10:30:00-04:00,MLTrader,c9bd89720ffc4062b963a7cac1570984,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-07-27 10:30:00-04:00,MLTrader,835535e29a7e442596c9b330a3552b8a,SPY,sell,stop,fill,1,day,0.0,1,stock,454.42978912353516,1599.0,0.0
2023-08-02 14:00:00-04:00,MLTrader,8a295b92cef24b5a97f582439ff9c0eb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-02 14:00:00-04:00,MLTrader,8a295b92cef24b5a97f582439ff9c0eb,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,1457.0,0.0
2023-08-03 08:30:00-04:00,MLTrader,ee3804af04c146b3bd225854c146c404,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-08-03 08:30:00-04:00,MLTrader,ab9bce4ed8a544a1ad05f90f624c2cd0,SPY,buy,limit,fill,1,day,0.0,1,stock,448.0400085449219,1457.0,0.0
2023-08-03 14:00:00-04:00,MLTrader,d70cbe2968714cf3b704b91984c857f8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-03 14:00:00-04:00,MLTrader,d70cbe2968714cf3b704b91984c857f8,SPY,buy,market,fill,1,gtc,0.0,1,stock,448.0400085449219,1644.0,0.0
