time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-07-03 10:00:00-04:00,MLTrader,8455114cc37344dbb47cab3f8af5eb5f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-03 10:00:00-04:00,MLTrader,8455114cc37344dbb47cab3f8af5eb5f,SPY,buy,market,fill,1,gtc,0.0,1,stock,442.9200134277344,226.0,0.0
2023-07-06 08:30:00-04:00,MLTrader,98c4f6143a9b45eaa4a6b4d6ed48dce9,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-07-06 08:30:00-04:00,MLTrader,31040251e5ff44338d001d491b7ffa8a,SPY,sell,stop,fill,1,day,0.0,1,stock,438.49081329345705,226.0,0.0
2023-07-10 10:00:00-04:00,MLTrader,7fcdb5c3fce5466582990a2e296d1e12,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-10 10:00:00-04:00,MLTrader,7fcdb5c3fce5466582990a2e296d1e12,SPY,buy,market,fill,1,gtc,0.0,1,stock,438.17999267578125,226.0,0.0
2023-07-12 08:30:00-04:00,MLTrader,f1469e99c85b4c38ab2326cfe6bdf675,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-12 08:30:00-04:00,MLTrader,9f72ccac6fa64946b1cd4fcd631c57b9,SPY,sell,limit,fill,1,day,0.0,1,stock,446.9435925292969,226.0,0.0
2023-07-13 10:00:00-04:00,MLTrader,3fc0591d67b54be4a7fbc1720d0682ae,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-13 10:00:00-04:00,MLTrader,3fc0591d67b54be4a7fbc1720d0682ae,SPY,buy,market,fill,1,gtc,0.0,1,stock,447.8999938964844,225.0,0.0
2023-07-26 08:30:00-04:00,MLTrader,ca9d8395b18343e8a74da29874373146,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-26 08:30:00-04:00,MLTrader,0288c915109e41d9bd4e10e4b0290381,SPY,sell,limit,fill,1,day,0.0,1,stock,456.85799377441407,225.0,0.0
2023-07-27 10:00:00-04:00,MLTrader,72375c72edf043c2aa1c4628a47c3cec,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-27 10:00:00-04:00,MLTrader,72375c72edf043c2aa1c4628a47c3cec,SPY,buy,market,fill,1,gtc,0.0,1,stock,459.0199890136719,224.0,0.0
2023-07-27 10:30:00-04:00,MLTrader,00936e92cd1841c8831f4093bf71a20a,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-07-27 10:30:00-04:00,MLTrader,8cd55c81b19d40a7bf86cf7e7aa076e7,SPY,sell,stop,fill,1,day,0.0,1,stock,454.42978912353516,224.0,0.0
2023-08-02 10:00:00-04:00,MLTrader,14853de3c8964bedab43619fba11e8f5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-02 10:00:00-04:00,MLTrader,14853de3c8964bedab43619fba11e8f5,SPY,buy,market,fill,1,gtc,0.0,1,stock,453.25,225.0,0.0
2023-08-03 08:30:00-04:00,MLTrader,540117f5d32a4e03b52d9924270e8348,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-03 08:30:00-04:00,MLTrader,caf436186a05434888175fd5081edb9d,SPY,sell,stop,fill,1,day,0.0,1,stock,448.0400085449219,225.0,0.0
2023-08-03 10:00:00-04:00,MLTrader,2cfbe9c669bb42a68cc1a9e4bf58ead6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-03 10:00:00-04:00,MLTrader,2cfbe9c669bb42a68cc1a9e4bf58ead6,SPY,buy,market,fill,1,gtc,0.0,1,stock,448.0400085449219,225.0,0.0
2023-08-11 08:30:00-04:00,MLTrader,2ff5b604e0814d7582759511e60a1f93,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-11 08:30:00-04:00,MLTrader,abad573174c441959947867afd8876d4,SPY,sell,stop,fill,1,day,0.0,1,stock,443.55960845947266,225.0,0.0
2023-08-16 10:00:00-04:00,MLTrader,5a764726bc3348019ea0258c260ed26d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-16 10:00:00-04:00,MLTrader,5a764726bc3348019ea0258c260ed26d,SPY,buy,market,fill,1,gtc,0.0,1,stock,442.4599914550781,226.0,0.0
2023-08-17 08:30:00-04:00,MLTrader,d0eb6faa641b45c2ba8a649138bf90ea,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-17 08:30:00-04:00,MLTrader,f1061afbcb58489ea3d1acd8ec430764,SPY,sell,stop,fill,1,day,0.0,1,stock,438.0353915405273,226.0,0.0
2023-08-18 10:00:00-04:00,MLTrader,a7b01d5606bb40af9336a630c6b63f13,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-18 10:00:00-04:00,MLTrader,a7b01d5606bb40af9336a630c6b63f13,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.3699951171875,228.0,0.0
2023-08-23 08:30:00-04:00,MLTrader,966ceef617f64a1591dd9b984ade607b,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-08-23 08:30:00-04:00,MLTrader,2768809896a346909e7ffbd7f32ccea2,SPY,sell,limit,fill,1,day,0.0,1,stock,442.03739501953123,228.0,0.0
2023-08-24 10:00:00-04:00,MLTrader,fbdec25970ce4cabbd2b617dc204cfa3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-24 10:00:00-04:00,MLTrader,fbdec25970ce4cabbd2b617dc204cfa3,SPY,buy,market,fill,1,gtc,0.0,1,stock,444.69000244140625,227.0,0.0
2023-08-24 10:30:00-04:00,MLTrader,dced1a9dc82c4dd4bcc99602fc92a00a,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-24 10:30:00-04:00,MLTrader,b93fd84344ae48549242eab047aaa8d4,SPY,sell,stop,fill,1,day,0.0,1,stock,440.2431024169922,227.0,0.0
2023-08-25 10:00:00-04:00,MLTrader,6c4ed76fcb4f4e2d92fe56b973eee274,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
