time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-07-03 10:00:00-04:00,MLTrader,7e0360dd4067420697c1fc97cbd80ce8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-03 10:00:00-04:00,MLTrader,7e0360dd4067420697c1fc97cbd80ce8,SPY,buy,market,fill,1,gtc,0.0,1,stock,442.9200134277344,226.0,0.0
2023-07-06 08:30:00-04:00,MLTrader,e736964b505047fd83288feb3726ef24,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-07-06 08:30:00-04:00,MLTrader,c397f5543c224a1ba87dc9b6a51edc20,SPY,sell,stop,fill,1,day,0.0,1,stock,438.49081329345705,226.0,0.0
2023-07-10 10:00:00-04:00,MLTrader,e0d5ceb371a249db8a8f05e9157ca058,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-10 10:00:00-04:00,MLTrader,e0d5ceb371a249db8a8f05e9157ca058,SPY,buy,market,fill,1,gtc,0.0,1,stock,438.17999267578125,226.0,0.0
2023-07-12 08:30:00-04:00,MLTrader,9c085147ce37485ab6af9ddcfdfe536d,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-12 08:30:00-04:00,MLTrader,f0b6570271964107a91c12491b44e514,SPY,sell,limit,fill,1,day,0.0,1,stock,446.9435925292969,226.0,0.0
2023-07-13 10:00:00-04:00,MLTrader,c94d1f8a13eb4bf7a48b92f818ab1007,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-13 10:00:00-04:00,MLTrader,c94d1f8a13eb4bf7a48b92f818ab1007,SPY,buy,market,fill,1,gtc,0.0,1,stock,447.8999938964844,225.0,0.0
2023-07-26 08:30:00-04:00,MLTrader,bc0897a389e143a0b6f54d0cc8604cd9,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-07-26 08:30:00-04:00,MLTrader,a45f763a31234e7a8f5d8e64dada5bab,SPY,sell,limit,fill,1,day,0.0,1,stock,456.85799377441407,225.0,0.0
2023-07-27 10:00:00-04:00,MLTrader,ea7b1cde3203472680978c977aea5141,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-27 10:00:00-04:00,MLTrader,ea7b1cde3203472680978c977aea5141,SPY,buy,market,fill,1,gtc,0.0,1,stock,459.0199890136719,224.0,0.0
2023-07-27 10:30:00-04:00,MLTrader,0ed9bc810ef543d689202fd29c7bfa92,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-07-27 10:30:00-04:00,MLTrader,6ba5ef3b0ebf492d82156327acad1bc9,SPY,sell,stop,fill,1,day,0.0,1,stock,454.42978912353516,224.0,0.0
2023-08-02 10:00:00-04:00,MLTrader,95bd2e3842fb4663b94bed47fa39120a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-02 10:00:00-04:00,MLTrader,95bd2e3842fb4663b94bed47fa39120a,SPY,buy,market,fill,1,gtc,0.0,1,stock,453.25,225.0,0.0
2023-08-03 08:30:00-04:00,MLTrader,0dc55cae200b45c9af3505e93c1a4e0d,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-03 08:30:00-04:00,MLTrader,ed04c697317544d8a2963fdbca643416,SPY,sell,stop,fill,1,day,0.0,1,stock,448.0400085449219,225.0,0.0
2023-08-03 10:00:00-04:00,MLTrader,a07d480ce809445dacf33643bd278a51,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-03 10:00:00-04:00,MLTrader,a07d480ce809445dacf33643bd278a51,SPY,buy,market,fill,1,gtc,0.0,1,stock,448.0400085449219,225.0,0.0
2023-08-11 08:30:00-04:00,MLTrader,1204e662dc84478387edfdf8a95cd53a,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-11 08:30:00-04:00,MLTrader,53274fd3173d41428717c8313da5d34f,SPY,sell,stop,fill,1,day,0.0,1,stock,443.55960845947266,225.0,0.0
2023-08-16 10:00:00-04:00,MLTrader,616996116c7b4ff18e61afdfd5d41ed6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-16 10:00:00-04:00,MLTrader,616996116c7b4ff18e61afdfd5d41ed6,SPY,buy,market,fill,1,gtc,0.0,1,stock,442.4599914550781,226.0,0.0
2023-08-17 08:30:00-04:00,MLTrader,0381ffcbb476462a98e8a68af278450d,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-17 08:30:00-04:00,MLTrader,c891e796f1c542b0aaba58e5f2abcfa1,SPY,sell,stop,fill,1,day,0.0,1,stock,438.0353915405273,226.0,0.0
2023-08-18 10:00:00-04:00,MLTrader,ee76f25586fd42beb1a42d3777aa7220,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-18 10:00:00-04:00,MLTrader,ee76f25586fd42beb1a42d3777aa7220,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.3699951171875,228.0,0.0
2023-08-23 08:30:00-04:00,MLTrader,9948cbe40d644ce3b273eeff0faccf80,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-08-23 08:30:00-04:00,MLTrader,6b84274cc1124fae8537ae0a7db29fb5,SPY,sell,limit,fill,1,day,0.0,1,stock,442.03739501953123,228.0,0.0
2023-08-24 10:00:00-04:00,MLTrader,397c0529bce14e4ba0f23bffd651a925,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-24 10:00:00-04:00,MLTrader,397c0529bce14e4ba0f23bffd651a925,SPY,buy,market,fill,1,gtc,0.0,1,stock,444.69000244140625,227.0,0.0
2023-08-24 10:30:00-04:00,MLTrader,8d0d45d95f794eb69bed3a7a8bafdb42,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-08-24 10:30:00-04:00,MLTrader,f662c495743b43c9ad016a8f76d4cc44,SPY,sell,stop,fill,1,day,0.0,1,stock,440.2431024169922,227.0,0.0
2023-08-25 10:00:00-04:00,MLTrader,69b51d4a3ec34a749841d06da5ff6a60,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-25 10:00:00-04:00,MLTrader,69b51d4a3ec34a749841d06da5ff6a60,SPY,buy,market,fill,1,gtc,0.0,1,stock,438.67999267578125,227.0,0.0
2023-08-29 08:30:00-04:00,MLTrader,fd9696fe0e954311881c7494d38b5219,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-08-29 08:30:00-04:00,MLTrader,57b76ab0e25f4beb8c4301983fc51f3b,SPY,sell,limit,fill,1,day,0.0,1,stock,447.4535925292969,227.0,0.0
2023-08-30 10:00:00-04:00,MLTrader,d4a4c6fdbfd84eadb9f364e9eb5e0996,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-08-30 10:00:00-04:00,MLTrader,d4a4c6fdbfd84eadb9f364e9eb5e0996,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.510009765625,226.0,0.0
2023-09-06 08:30:00-04:00,MLTrader,4a4f8e064b864c1e8e40a2bff272b87d,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-09-06 08:30:00-04:00,MLTrader,f94c22cd83ec47908ae4d9083f0c5ca1,SPY,sell,stop,fill,1,day,0.0,1,stock,445.01490966796877,226.0,0.0
